Target,Var_4,Var_5,Var_6,Var_7,Var_10,Var_12,Var_13,Var_16,Var_17,Var_18,Var_19,Var_20,Var_21,Var_22,Var_23,Var_24,Var_25,Var_26,Var_29,Var_30,Var_31,Var_32,Var_33,Var_34,Var_40,Var_41,Var_42,Var_46,Var_2_1,Var_2_2,Var_2_3,Var_2_4,Var_2_6,Var_2_8,Var_2_L,Var_2_U,Var_3_Y,Var_9_MISSING,Var_9_P,Var_9_R,Var_11_N,Var_11_Y,Var_14_N,Var_14_Y,Var_15_Y,Var_35_Y,Var_36_1,Var_36_2,Var_36_3,Var_36_4,Var_36_6,Var_36_8,Var_36_D,Var_36_L,Var_36_U,Var_36_X,Var_37_Y,Var_44_Y,Var_45_Y,Var_48_Y,Var_49_Y,Var_50_N,Var_50_Y
0,0.0,0,,47,835.0,,0,,1000.0,0,0,1.0,709.0,0.0,1000,1800,13.0,47,,3300.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,5,,128,358.0,28.0,0,,0.0,1942,0,2.0,1101.0,0.0,3174,3174,34.0,30,2000.0,,0,55085,,2,,,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,6,,126,3.0,1.0,0,,0.0,400,887,5.0,406.0,6.0,2300,2300,2.0,33,,2300.0,0,0,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1,,127,155.0,9.0,0,0.0,300.0,1065,399,3.0,800.0,0.0,5000,5000,10.0,87,,,2,0,,7,,15.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,,74,1.0,0.0,1,,0.0,900,1051,1.0,612.0,1.0,2000,1500,5.0,28,1000.0,3000.0,2,0,,6,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,2,,19,25.0,6.0,1,,0.0,250,2009,4.0,301.0,4.0,4600,5377,9.0,10,2000.0,5377.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,6,48.0,0,2.0,1.0,2,0.0,0.0,0,1287,1.0,202.0,,2500,2500,8.0,70,,2500.0,0,0,,1,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,3,,72,1.0,42.0,0,,5000.0,1210,9222,1.0,,14.0,0,3000,,43,700.0,,2,0,,1,,29.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7000.0,2,,164,0.0,1.0,0,,0.0,3253,0,1.0,,0.0,7000,15000,36.0,90,,15000.0,2,0,,3,,,0.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,,1,,127,0.0,22.0,0,,,1810,0,1.0,,28.0,2500,5000,13.0,98,,5000.0,0,0,,0,,,0.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000.0,4,,44,36.0,13.0,0,0.0,0.0,788,971,1.0,1002.0,2.0,1404,1743,8.0,52,1000.0,2000.0,2,0,,2,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2000.0,0,,67,0.0,36.0,0,0.0,2800.0,1000,0,1.0,,6.0,0,5000,,68,,,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,,0,490.0,,1,0.0,0.0,0,0,1.0,4.0,,1000,1400,28.0,48,,1400.0,1,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,,0,,0,0.0,27.0,0,,,0,0,,,,0,1485,,14,,,1,0,,2,,14.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,12,23.0,6,0.0,,1,0.0,0.0,1866,4999,1.0,2.0,0.0,6000,6000,24.0,0,,6000.0,0,0,,0,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3000.0,9,,73,0.0,7.0,0,0.0,3300.0,989,5331,1.0,508.0,5.0,6500,6500,9.0,35,3000.0,6500.0,2,0,,18,,19.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2500.0,0,,35,126.0,1.0,0,0.0,2800.0,0,0,5.0,,0.0,0,1500,20.0,35,1000.0,,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,,41,23.0,,0,0.0,0.0,0,146,1.0,700.0,0.0,4000,2340,35.0,6,1000.0,2640.0,1,0,,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,10000.0,1,,131,340.0,26.0,0,0.0,13000.0,898,0,1.0,,0.0,5000,5000,35.0,77,1500.0,5000.0,1,0,,3,,26.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,2,,94,49.0,17.0,1,0.0,1000.0,940,3380,1.0,,5.0,2508,2900,,86,900.0,4000.0,2,0,,3,,31.0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,2,28.0,70,0.0,57.0,0,,0.0,245,0,2.0,200.0,4.0,1500,1500,8.0,27,,2500.0,0,0,,1,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,,6,,29,0.0,2.0,1,,,443,955,,,6.0,0,1144,,15,,,1,0,5.0,3,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,4,,73,0.0,6.0,1,0.0,0.0,3000,480,1.0,8.0,13.0,1000,6000,14.0,98,,6000.0,2,0,,2,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1200.0,4,,79,926.0,2.0,0,,4400.0,922,1401,1.0,607.0,0.0,2350,2918,10.0,49,400.0,4200.0,1,0,,12,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0.0,2,,56,0.0,13.0,0,,750.0,2724,1000,2.0,201.0,4.0,2000,2000,3.0,62,1000.0,2000.0,1,0,,9,,13.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3500.0,3,9.0,0,0.0,2.0,0,,0.0,0,0,,,,0,712,,63,,,2,0,,2,,,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,500.0,10,,107,2.0,2.0,1,0.0,0.0,373,425,1.0,,0.0,1750,1833,,24,1000.0,1833.0,0,0,,16,,9.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,5000.0,0,,196,0.0,4.0,1,0.0,0.0,8340,19619,1.0,725.0,0.0,11452,11452,28.0,142,,12000.0,2,0,,14,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0,1,,25,43.0,2.0,0,0.0,1000.0,1398,4512,5.0,,7.0,1600,1700,,30,500.0,2000.0,0,0,,7,,2.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2500.0,0,,43,2336.0,2.0,0,0.0,3300.0,672,0,1.0,708.0,0.0,1600,1600,12.0,45,,3000.0,1,0,,1,,25.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,,0,,0,0.0,1.0,0,,,0,0,,,,0,693,,48,,,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,,21,0.0,,2,,,810,0,5.0,104.0,0.0,3000,10000,13.0,0,,,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,0,,12,16.0,26.0,1,0.0,600.0,129,1197,1.0,500.0,1.0,1600,2000,19.0,5,500.0,2000.0,0,0,,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,3,,122,0.0,5.0,1,,,3200,3010,,,0.0,0,0,,0,,,2,0,,11,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,900.0,5,,0,0.0,15.0,0,,0.0,0,273,2.0,407.0,,1750,1750,13.0,0,,1750.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,8000.0,1,44.0,47,1324.0,18.0,0,,10600.0,1436,3,4.0,318.0,0.0,2650,3500,24.0,47,2500.0,3500.0,0,38740,,2,,,0.0,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,350.0,0,,123,0.0,4.0,0,,1000.0,1422,0,1.0,,14.0,1200,1200,,0,,1200.0,1,0,,4,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,,178,2356.0,1.0,0,,6900.0,4026,1431,1.0,,1.0,7645,10560,,53,1500.0,10560.0,2,0,,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,7000.0,7,,205,62.0,2.0,0,,12000.0,19272,22897,1.0,,0.0,11185,11185,,122,7500.0,,4,0,,35,,13.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,21,18.0,0,0.0,0.0,0,29613.0,0.0,0,0,,,,0,3158,,87,,,1,0,,19,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,,1,,189,0.0,8.0,1,,,608,0,1.0,,0.0,0,3000,,0,,5000.0,0,0,,3,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,,54,0.0,42.0,3,0.0,3500.0,500,0,1.0,506.0,4.0,3200,2100,8.0,53,,2100.0,0,0,,1,,,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,,5,24.0,0,0.0,16.0,0,,0.0,0,0,,,,0,1119,,0,,,2,0,,2,,,,,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,4000.0,2,,37,138.0,4.0,0,0.0,4400.0,680,0,3.0,103.0,3.0,1700,2100,12.0,37,1000.0,2100.0,0,0,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,750.0,1,,0,0.0,22.0,0,0.0,0.0,0,0,1.0,,,0,1657,14.0,64,,,1,0,,3,,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,30,11.0,0,37.0,,15,,0.0,0,0,1.0,700.0,,4500,4500,8.0,7,,,0,0,,0,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2750.0,5,,0,57.0,5.0,0,,0.0,0,0,1.0,809.0,,1404,1505,32.0,45,,2000.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,2,,190,2688.0,4.0,0,,6100.0,1981,445,4.0,,2.0,3200,3200,,50,800.0,3200.0,0,0,,6,,4.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,2,25.0,102,0.0,10.0,0,,,540,0,,,10.0,0,1713,,81,,,6,0,1.0,1,,,,0.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,700.0,2,,59,117.0,24.0,0,,0.0,10,0,1.0,101.0,1.0,1600,3000,25.0,12,,3000.0,0,0,,0,,,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,4,,69,560.0,5.0,0,0.0,0.0,300,0,1.0,,9.0,0,1200,14.0,58,,,0,0,,4,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4000.0,3,,75,743.0,5.0,0,0.0,0.0,1000,997,2.0,606.0,1.0,5780,6500,24.0,52,,6500.0,0,0,,10,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3500.0,0,46.0,70,57.0,12.0,0,25036.0,8750.0,30,735,3.0,,0.0,3500,1532,,72,1150.0,2000.0,0,0,,4,,10.0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0.0,0,,254,486.0,4.0,0,0.0,0.0,1700,0,1.0,,2.0,1700,4105,,115,,4105.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,,55,1643.0,0.0,0,,0.0,4500,0,5.0,802.0,3.0,5000,5000,28.0,89,,5000.0,0,0,,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,3,,7,0.0,,0,,,0,0,3.0,3.0,0.0,0,1600,36.0,0,,,0,0,,0,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,3,,45,2742.0,18.0,0,0.0,600.0,0,0,2.0,,0.0,0,4500,24.0,19,2000.0,,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,6,,19,75.0,3.0,0,,2000.0,2337,551,1.0,901.0,3.0,1560,1560,13.0,8,500.0,1560.0,0,0,,2,,4.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,12000.0,3,,52,0.0,,4,0.0,13500.0,1000,0,1.0,320.0,4.0,32000,15000,26.0,52,,15000.0,0,0,,0,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0.0,2,20.0,0,7.0,,1,,0.0,0,0,5.0,101.0,,4000,1400,32.0,27,,,0,0,,0,,,,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1000.0,1,59.0,135,758.0,25.0,0,,5000.0,323,834,1.0,803.0,4.0,3000,3000,36.0,26,3000.0,3300.0,1,0,,2,,17.0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,,3,120.0,,2,,2000.0,0,0,1.0,607.0,0.0,2500,1400,31.0,105,,1400.0,0,0,,0,,,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,,0,,17,0.0,,0,517.0,,890,0,2.0,1012.0,2.0,1200,1405,35.0,35,,1405.0,1,0,,0,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,1,,134,3763.0,0.0,0,0.0,6000.0,1343,0,1.0,,0.0,7000,3000,,54,2000.0,7000.0,1,0,,11,,13.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,2,,0,0.0,0.0,1,,,0,0,2.0,602.0,,0,1450,5.0,0,,2150.0,0,0,,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5500.0,0,,102,2.0,4.0,1,,1500.0,528,529,1.0,505.0,0.0,7500,1500,12.0,9,,2500.0,0,0,,4,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1300.0,1,,12,0.0,,1,0.0,2000.0,272,0,1.0,,0.0,3000,3000,36.0,12,,,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,,69,101.0,18.0,0,0.0,1250.0,500,231,2.0,208.0,16.0,2900,3500,13.0,80,,,1,0,,1,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,,34,47.0,32.0,0,,2000.0,0,0,1.0,907.0,0.0,2700,3500,14.0,34,,3500.0,0,48966,,0,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,25,59.0,0,0.0,0.0,0,0.0,,0,2238,,,,0,1381,,33,,,2,0,,23,,,0.0,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,2,,10,0.0,15.0,0,0.0,0.0,5725,0,1.0,606.0,0.0,5000,1650,14.0,84,,7500.0,3,0,,4,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0.0,1,,52,13.0,1.0,1,,0.0,107,780,1.0,6.0,2.0,1650,1600,13.0,24,1000.0,2300.0,1,0,,3,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,8,51.0,20,3.0,2.0,4,0.0,2000.0,470,1002,5.0,,8.0,5000,5000,,85,1000.0,,0,0,,7,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,12.0,3,3.0,,0,,1300.0,450,0,1.0,227.0,0.0,1600,980,14.0,16,300.0,1460.0,0,0,,0,,3.0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0,,13,34.0,,1,,1500.0,13,0,1.0,500.0,0.0,2250,1404,36.0,20,,1750.0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0,11,,39,7020.0,18.0,0,0.0,2000.0,2853,0,5.0,,0.0,15000,15000,32.0,80,,40000.0,0,0,,1,,4.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1000.0,1,,0,103.0,1.0,0,,0.0,0,0,1.0,801.0,,1300,2000,5.0,13,,2000.0,0,0,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,,106,91.0,28.0,0,0.0,4000.0,600,3611,1.0,,5.0,4000,1700,,24,,4000.0,2,0,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,,2,,128,0.0,19.0,1,,1120.0,1387,0,,,6.0,0,1256,,18,,,2,0,,3,,19.0,,3.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,,1,,0,31.0,0.0,0,,,0,2933,1.0,901.0,,1300,1350,36.0,17,,2800.0,0,0,,4,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,0,,70,0.0,0.0,0,,,300,0,,,6.0,0,1251,,0,,,0,0,,8,,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,3,,13,0.0,,0,,,0,0,1.0,607.0,0.0,2250,2177,2.0,0,,2500.0,0,0,,0,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,1,,46,197.0,0.0,0,0.0,5450.0,587,298,1.0,205.0,10.0,5000,3850,9.0,25,1000.0,4500.0,1,0,,3,,22.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2600.0,1,,119,14824.0,30.0,0,,4700.0,2633,0,1.0,612.0,1.0,1900,2000,14.0,127,900.0,2000.0,1,0,,2,,36.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,2,,159,448.0,3.0,1,,19000.0,12930,3095,1.0,307.0,5.0,25000,25000,28.0,42,3500.0,25000.0,2,0,,7,,34.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,3,,108,0.0,1.0,0,,0.0,1460,179,5.0,100.0,3.0,2500,2300,28.0,0,,2300.0,1,0,,6,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3000.0,3,,53,0.0,6.0,0,,0.0,470,5877,1.0,,2.0,5000,5000,13.0,83,,5000.0,0,0,,6,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,,13,,115,0.0,11.0,0,0.0,,1897,9391,2.0,108.0,6.0,3500,3500,36.0,53,,3500.0,2,0,,5,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,0,,180,0.0,22.0,1,,0.0,20709,0,2.0,,12.0,5000,25000,14.0,12,,25000.0,1,0,,2,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,3,27.0,1,9.0,31.0,0,0.0,500.0,440,0,1.0,23.0,0.0,5000,5000,35.0,81,,5000.0,0,0,,0,,2.0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0,20,99.0,118,29.0,,1,0.0,0.0,80,2040,1.0,1.0,0.0,3900,3900,9.0,123,1000.0,3900.0,1,0,,0,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,8000.0,0,,69,9587.0,19.0,0,,12000.0,2490,0,5.0,,0.0,4430,4020,,70,1000.0,6000.0,2,0,,4,,29.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,,2,,0,0.0,1.0,0,0.0,,0,244,,,,0,0,,19,,,4,0,,6,,16.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,6,15.0,54,18.0,35.0,0,,0.0,380,483,5.0,408.0,11.0,1750,1750,26.0,30,500.0,1750.0,0,0,,3,,,,,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0.0,4,,87,0.0,8.0,1,0.0,5000.0,1564,5125,1.0,0.0,3.0,8900,6500,24.0,107,1200.0,6500.0,2,0,,11,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,450.0,1,,7,0.0,7.0,0,0.0,0.0,429,790,1.0,,4.0,1780,4175,,81,,4175.0,0,0,,7,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
